word,sentence
counter,Time enough to counter Sauron if we act quickly.
sail,Set sail!
strip,Strip.
thirsty,I'm thirsty.
monica,Monica.
insult,Don't insult me.
religious,Are you religious?
organization,I'm the brains of the organization.
bombs,Bombs away!
flow,Go with the flow.
con,Vaya con Dios.
gifts,Gifts?
shed,Shed their blood!
host,"My dear guests, I am Mr. Roarke, your host."
digging,Keep digging.
stretch,Stretch.
approaching,Footsteps Approaching
yup,Yup.
rita,Rita.
beam,Tractor beam.
blade,Blade.
minor,Minor?
financial,I'm a convicted murderer who provides sound financial planning.
liver,Liver.
michelle,Michelle.
manners,Where are your manners?
testify,I'll testify.
disturb,Sorry to disturb you.
tube,Tube.
appeared,"With nowhere else to go, he appeared at the home of his friend, Oscar Madison."
waves,The waves!
oliver,Oliver!
signature,I need your signature.
pro,Quid pro quo.
splendid,Splendid.
beth,Beth.
pearl,Pearl.
bend,Bend over.
widow,I'm a widow.
dancer,I'm a dancer.
hut,Hut!
existence,Erased from existence.
engagement,I have a previous engagement.
jam,Ram Jam!
combat,Combat?
basic,Zak failed basic flight.
cock,Cock-a-doodle-doo!
actress,I'm an actress.
darn,Darn!
personnel,"Attention, all personnel."
chips,Chips?
stable,He's stable.
tyler,Tyler!
apology,Apology accepted.
le,Monsieur Le Chiffre.
granted,Granted.
shore,It is not the eastern shore that worries me.
atmosphere,That's the atmosphere processor?
fantasy,Welcome to Fantasy Island.
claims,"Claims, Bob Parr."
motel,Motel.
players,Four players.
checks,Checks.
swell,Swell.
hood,Robin Hood.
chill,Chill.
listened,I should have listened to you.
pit,In the pit!
badge,Give me your badge.
jordan,Jordan.
throughout,Set condition one throughout the ship.
cried,I cried.
cable,Cable?
halt,Halt!
magnificent,Magnificent.
angle,What's your angle?
developed,"Since then, he kind of developed a speech impediment."
jumping,You're jumping to conclusions.
dressing,I'm dressing.
drill,You know the drill.
tradition,It's tradition.
knee,My knee!
radar,Radar.
clown,Clown.
excellency,Your Excellency.
na,"Na, na, na, na"
slap,I'll slap you.
matches,Matches.
coke,Coke?
mount,Mount up!
respond,Please respond.
oxygen,Oxygen.
pole,The North Pole?
effects,Any side effects?
corporal,Corporal.
passport,Passport.
drank,I drank too much.
kenny,Kenny!
costume,Nice costume.
pan,Pan!
buzz,Buzz!
counts,That's what counts.
russia,Russia.
avenue,Park Avenue.
sire,Sire.
grief,Good grief.
ye,Hear ye!
peaceful,Peaceful.
arnold,Arnold.
mo,Mo cuishle!
dope,Dope.
activity,Enemy activity in his old sector dropped off to nothing.
adventure,Adventure.
voices,I heard voices.
pitch,Here's the pitch.
alpha,Alpha.
occurred,It never occurred to me.
tragedy,It's a tragedy.
shelter,Britain supports you and provides you shelter.
mars,Mars.
upper,53 to upper bay door.
romance,Romance.
planes,Planes.
baby's,The baby's coming.
electric,It's electric.
interests,It interests me.
sets,Sets its will against us.
passes,Time passes.
holmes,Holmes!
hammer,Hammer!
admire,I admire you.
lads,"Come on, lads."
beings,Human beings.
soda,Soda?
capture,Freed him to run before the relentless pursuit of the police lieutenant obsessed with his capture.
marshall,Marshall.
highest,The very highest.
punish,Punish me.
cheated,You cheated.
goddess,Hail Goddess!
recent,Recent?
chloe,Chloe.
satellite,Satellite.
wicked,Wicked.
teams,Two teams.
serving,"He was killed serving Project Mayhem, sir."
russians,Russians.
crane,Denny Crane.
bush,Don't beat around the bush.
engineer,I'm an engineer.
troubles,Troubles?
necklace,The necklace.
heroes,Previously on Heroes.
wealth,Wealth.
election,It's an election year.
beans,Beans.
patch,Patch.
opens,Door Opens
manner,In a manner of speaking.
loyalty,Loyalty!
mi,Mi casa es su casa.
safely,Drive safely.
worker,I'm a social worker.
vessel,You are ordered to surrender your vessel.
squeeze,Squeeze.
authorities,Authorities are appealing for calm throughout the evacuation process.
unfortunate,That's unfortunate.
nut,He's a nut.
surgeon,I'm a surgeon.
intention,What is your intention?
answering,He's not answering.
moron,Moron!
exhausted,I'm exhausted.
internal,Internal Affairs.
vampire,Vampire.
relief,That's a relief.
fans,We're big fans.
blocks,Ten blocks?
threatening,Are you threatening me?
smaller,Smaller.
marvelous,Marvelous.
invented,I invented it.
recommend,What do you recommend?
marine,United States Marine Corps.
profit,Please do not stream or make profit from these subtitles.
classic,Classic.
academy,I'd like to thank the Academy.
commission,Commission?
option,That's not an option.
ali,Ali!
core,"Deep Core, do you read?"
brief,I'll be brief.
ace,Ace.
naughty,Naughty.
toys,Toys.
marcus,Marcus.
generation,The Next Generation.
spain,Spain.
fits,It fits.
passengers,The white zone is for immediate loading and unloading of passengers only.
eternal,Eternal life.
principal,Principal.
guitar,Guitar.
maintain,Maintain course.
nerves,You're getting on my nerves.
bid,What am I bid?
dates,Dates.
jet,Jet!
beneath,It hides beneath the Rose.
kun,Sakuragi-kun!
hostage,Hostage?
auntie,Auntie!
poker,Poker.
spin,Spin it!
attacks,Saruman attacks from Isengard.
shell,Shell.
luggage,Luggage?
operator,Operator.
absolute,Absolute nonsense.
represent,I represent athletes.
forms,"Now I'm lost in some distant part of the universe on a ship, a living ship, full of strange alien life-forms."
succeed,Did you succeed?
propose,What do you propose?
diet,I'm on a diet.
grey,Grey.
waiter,Waiter!
stephen,Stephen!
howdy,Howdy.
greek,Greek.
uhh,Uhh!
suitcase,The suitcase.
lawrence,Lawrence.
entry,No sign of forced entry.
alexander,Alexander.
norman,Norman.
basketball,Basketball.
corpse,A corpse?
blonde,Blonde.
interfere,Don't interfere.
corn,Corn.
anthony,Anthony.
tryin,I'm tryin'.
dishes,I'll do the dishes.
spoil,Don't spoil it.
jersey,New Jersey.
invisible,Invisible.
festival,It's a festival.
poetry,Poetry.
virginia,Virginia.
complex,Complex.
eagle,Eagle!
kicking,You're kicking me out?
apply,The fundamental things apply
suspects,Any suspects?
transferred,Transferred?
prick,Prick.
tastes,Tastes good.
investigate,"In the criminal justice system the people are represented by two separate yet equally important groups, the police who investigate crime and the district attorneys who prosecute the offenders."
delay,Sorry for the delay.
locker,It's in my locker.
nelson,Nelson.
rub,Don't rub it in.
cared,I didn't know you cared.
francis,Francis.
july,July.
socks,Socks.
relatives,Relatives?
gloves,Gloves.
sore,You're a sight for sore eyes.
possession,Possession.
remote,Where's the remote?
steak,Steak.
boats,Boats.
award,And I have a few last-minute points to award.
rear,"To the rear, march!"
tina,Tina!
officially,Not officially.
tooth,My tooth!
sydney,Sydney.
permit,Permit me.
salary,Salary?
rubbish,Rubbish.
fights,No fights.
painted,Walking the line That's painted by pride
foul,Foul!
sang,Sang-woo.
testimony,"With Tommy's testimony, I can get a new trial."
facing,"He awoke to find himself trapped in the past, facing mirror images that were not his own... and driven by an unknown force to change history for the better."
increase,"Every league you travel south, the danger will increase."
whistle,Whistle Blows
sack,You'll have to send us home tied up in a sack to stop us.
internet,Internet.
vietnam,Vietnam.
nigger,Nigger.
classes,Classes?
brush,Brush your teeth.
exists,It exists.
daughters,Previously on McLeod's Daughters.
praise,Praise the Lord.
helicopter,Helicopter.
shield,Like he had on an invisible coat that would shield him from this place.
carla,Carla.
bunny,Bunny.
uncomfortable,Uncomfortable.
visitors,No visitors.
nina,Nina!
cole,Cole.
terrorist,Terrorist.
janet,Janet.
harris,Harris.
wheels,Nice wheels.
profile,Keep a low profile.
tracy,Tracy.
catching,"No luck catching them killers, then?"
newspapers,Newspapers!
temper,I lost my temper.
version,Scary version?
king's,Then what is the king's decision?
labor,She's in labor.
acts,I want no acts of vengeance.
grabbed,He grabbed me.
knocking,Knocking
literally,Literally.
driven,All the more potent for he is driven now by fear of Sauron.
operate,"Michael Knight, a young loner... on a crusade to champion the cause of the innocent... the helpless, the powerless... in a world of criminals who operate above the law."
raymond,Raymond.
yang,Yang.
august,August.
gloria,Gloria.
von,Duchess von Teschen!
nicely,Nicely done.
compared,Compared to what?
mulder,Mulder.
discover,I'd just left Spectre and was on my way to discover my destiny.
centre,The Centre wants him alive.
jay,Jay!
broad,In broad daylight?
wee,Wee!
sins,Tell me your sins.
th,13th Aunt!
separated,Separated.
gross,Gross.
jess,Jess!
fucker,Fucker!
else's,No one else's.
scum,Scum!
divine,Divine.
tale,Tale as old as time
mobile,NdeR MnkÖÖ  Mobile - 919815899536
sales,Sales.
moral,Moral support.
description,Description?
stroke,Stroke!
trauma,Trauma 1.
accounts,Corporate accounts payable.
dish,We can't align the dish.
palm,Palm Springs.
jeremy,Jeremy.
retired,I'm retired.
twins,Twins.
doo,Cock-a-doodle-doo!
cant,I cant.
bitter,Bitter?
commercial,Commercial!
bottles,Bottles.
shoulders,"In a crowded city, as I bump shoulders, I'm all alone."
cookies,Cookies.
depressed,Depressed?
bargain,It's a bargain.
freezing,It's freezing.
studied,We studied together.
neat,Neat.
stations,Battle stations.
massive,Massive.
comment,No comment.
dragged,Look what the cat dragged in.
protected,These borders are well-protected.
statue,Statue?
tap,Tap.
ned,Ned!
fingerprints,Fingerprints.
pile,You just ran through a big pile of dog shit!
liz,Liz.
poem,A poem?
derek,Derek.
documents,Documents?
shortly,I'll be back shortly.
russell,Russell!
foster,Foster?
alike,They're all alike.
dough,Where's the dough?
diane,Diane.
hyah,Hyah!
facility,"Lord Vader, we only use this facility for carbon freezing."
halfway,We're halfway there.
feeding,Feeding time.
sends,She sends her love.
donald,Donald!
engines,"Gentlemen, start your engines."
promises,No promises.
drives,It drives me crazy.
motor,Motor!
baker,Baker.
lap,Lap sponge.
sealed,My lips are sealed.
appeal,Does that appeal to you?
treating,How are they treating you?
doctor's,Doctor's orders.
burden,It is a burden he should never have had to bear.
meters,Fifteen meters.
drawn,"I will draw you, Saruman, as poison is drawn from a wound."
muscle,Don't move a muscle.
roses,Roses.
phones,No phones.
math,Do the math.
slide,Slide.
mothers,Mothers.
shaking,You're shaking.
han,Han!
waters,He leadeth me beside the still waters.
tent,Tent.
slaves,Slaves.
entering,Breaking and entering.
dismissed,Dismissed.
explained,I explained that.
potatoes,Potatoes.
ahem,Ahem.
fletcher,Mrs. Fletcher.
beard,Not the beard!
monsters,Monsters!
unlike,Unlike you.
typical,Typical.
scientist,I'm a scientist.
reveal,Reveal.
appearance,"And in fact, they are so alike in voice and appearance that they're often mistaken for Dwarf men."
shark,Shark!
joining,Thank you for joining us.
elephant,Elephant.
produce,Produce.
session,This court is now in session.
tribe,The tribe has spoken.
whip,Whip it out.
casino,Casino.
oath,You are under my oath.
blah,"Blah, blah, blah."
bothered,Sorry to have bothered you.
helpful,You've been very helpful.
pierre,Pierre!
pump,Pump!
imagined,You imagined it.
rounds,How many rounds?
gum,Gum?
previous,I have a previous engagement.
pages,How many pages?
who'll,Nobody who'll be missed.
kung,Kung Fu Kid!
yay,Yay!
todd,Todd.
irish,Irish.
baron,Baron!
keith,Keith.
repair,Repair and Synchronization by Easy Subtitles Synchronizer 1.0.0.0
remarkable,Remarkable.
warehouse,We're in a warehouse.
theatre,Theatre.
scale,Snake scale.
sucker,Sucker.
friend's,What's your friend's name?
diana,Diana.
product,Where's the product?
nearby,Nearby.
stepped,He stepped out.
towel,Towel.
tracking,Tracking.
payment,Payment.
resistance,Resistance is futile.
servants,Servants of Sauron.
burnt,Burnt.
dong,Ding-dong.
appropriate,How appropriate.
abandon,Abandon ship!
plants,Plants.
wears,I heard he wears makeup.
happily,And they lived happily ever after.
lazy,Lazy?
environment,The environment is stable.
favourite,My favourite.
analysis,Analysis.
anyhow,Anyhow...
fellows,"Come on, fellows."
shocked,I'm shocked.
lamp,The lamp.
arrangements,I'll make the arrangements.
sticks,Sticks.
soo,Tae-soo!
swallow,Swallow.
teachers,Teachers.
advise,Please advise.
si,Si.
lance,Lance!
homer,Homer!
proved,You proved it.
branch,"Seven years ago, I was recruited by a secret branch of the CIA called SD-6."
fried,"Lovely, big, golden chips with a nice piece of fried fish."
individual,"As time goes by and his position becomes stronger, will he attempt any individual vendetta?"
sophie,Sophie!
dive,Dive!
extreme,Use extreme caution.
mob,The mob.
torn,Torn
plot,The plot thickens.
scientific,It's a scientific fact.
damaged,Damaged goods.
attached,No strings attached.
eats,What does it eats?
bugs,Bugs.
helpless,I'm helpless.
colour,What colour?
jewelry,Jewelry?
confident,Confident.
cia,CIA?
faced,"You stinking, two-faced sneak!"
madness,This is madness.
ripped,Ripped By mstoll
min,Min!
contrary,On the contrary.
expression,It's an expression.
polite,Be polite.
schools,Schools.
batman,Batman.
karl,Karl.
recording,This is a recording.
holly,Holly!
sid,Sid.
worn,I'm worn out.
southern,The Southern Cross.
lincoln,Lincoln.
deeper,Deeper.
crossing,How far to the nearest crossing?
eleven,Eleven.
studies,Ancient studies.
sticking,Everywhere I lie there's a dirty great root sticking into my back.
covering,Covering fire!
makeup,Makeup?
packing,Packing.
messing,Are you messing with me?
suite,The honeymoon suite.
awkward,Awkward.
ja,Ja.
forgetting,Aren't you forgetting something?
emotions,Emotions.
wally,Wally!
slightly,Slightly.
elaine,Elaine.
scientists,We're scientists.
scan,Scan.
stink,You stink.
require,Do you require assistance?
bee,Subtitles by Red Bee Media Ltd
nest,Fell out of his nest over by the plate shop.
samantha,Samantha.
heal,That wound will never fully heal.
phoebe,Phoebe.
laughter,Laughter
alibi,Alibi?
wisdom,Wisdom.
blanket,Blanket.
lex,Lex.
causing,What's causing it?
bells,Ring any bells?
superman,Superman.
novel,A novel?
pockets,Empty your pockets.
aliens,Aliens?
annoying,It's annoying.
polish,Polish.
colors,"Colors, colors, colors"
ups,Ups and downs.
consequences,What consequences?
temporary,It's only temporary.
shave,Shave.
rubber,Rubber.
jew,I'm a Jew.
goat,Goat.
radiation,Radiation?
petty,"This is the history of a time long ago, a time of myth and legend, when the ancient gods were petty and cruel and they plagued mankind with suffering."
hopefully,Hopefully.
experienced,one a highly experienced field officer.
rebecca,Rebecca.
conduct,What conduct?
active,Active.
cooked,We're cooked.
zoo,The zoo?
tend,Your worst inhibitions tend to psych you out in the end
delicate,Very delicate.
betray,Why did you betray me?
kings,I have inside me blood of kings
privacy,Privacy.
leak,I gotta take a leak.
wrapped,"Humans and aliens, wrapped in 2,500,000 tons of spinning metal, all alone in the night."
critical,Critical.
pre,"Go, Pre!"
complaint,Complaint?
suggesting,What are you suggesting?
sub,Sub in.
tennis,Tennis.
prayers,Say your prayers.
needle,Needle in a haystack.
subtitles,Subtitles by SDI Media Group
reception,Reception.
tin,Tin Tin.
boot,Das Boot!
owned,His father owned that barbershop.
plates,No plates.
family's,This is my family's plantation.
washing,A bunch of ball-washing bastards!
